id,product_category,product_weight_kg,product_length_mm,product_width_mm,product_height_mm,fragility_level,transport_type,box_style,board_type,flute_type,liner_gsm,fluting_gsm,burst_strength_kg_cm2,ECT_lb_per_in,internal_protection,tape_type,strapping_type,extra_packaging,estimated_price_inr,pros,cons
1337,Auto parts,31.23,400,125,152,Low,Local transport,Mailer box,3-ply,B+C,230,120,14,23,Air pillows,BOPP tape,PET strap,Pallet wrap,13.51,Export suitable,Limited moisture resistance
1338,Auto parts,69.1,329,871,434,High,Courier,Die-cut box,7-ply,B+C,150,120,24,44,Air pillows,Water activated kraft tape,None,Layer pads,306.42,Good stacking,Heavy box
1339,Cosmetics,53.94,510,941,325,Low,Interstate trucking,Die-cut box,5-ply,B,200,140,12,61,Foam sheet,Water activated kraft tape,Steel strap,Pallet wrap,58.8,Good stacking,Needs padding
1340,Pharmaceutical,52.12,1365,346,252,High,Interstate trucking,RSC,7-ply,E,200,140,22,48,Bubble wrap,Water activated kraft tape,PP strap,None,216.09,Low cost,Higher cost
1341,Food products,35.81,538,595,117,High,Export container,Pallet box,3-ply,E,250,100,16,72,None,Water activated kraft tape,PET strap,Pallet wrap,18.82,High strength,Limited moisture resistance
1342,Auto parts,57.94,926,986,97,Medium,Local transport,RSC,5-ply,C,150,140,14,72,Air pillows,Water activated kraft tape,Steel strap,Corner protectors,131.52,Export suitable,Higher cost
1343,LED bulbs,23.02,631,951,400,Low,Export container,Die-cut box,5-ply,C,180,120,12,44,Bubble wrap,BOPP tape,PP strap,None,86.5,High strength,Heavy box
1344,Auto parts,33.71,725,148,229,Low,Interstate trucking,Mailer box,7-ply,B,120,100,24,44,Foam sheet,Water activated kraft tape,PP strap,Edge protectors,93.64,High strength,Heavy box
1345,Industrial tools,3.29,812,969,709,Low,Courier,RSC,5-ply,C,200,100,20,32,None,Filament tape,None,None,129.69,Export suitable,Heavy box
1346,Pharmaceutical,33.43,713,334,505,High,Interstate trucking,Mailer box,7-ply,B,180,160,20,51,Foam sheet,Water activated kraft tape,PP strap,Layer pads,343.4,Export suitable,Higher cost
1347,Food products,72.75,426,134,429,High,Local transport,Pallet box,3-ply,B+C,200,100,20,32,Bubble wrap,Filament tape,PET strap,Pallet wrap,17.38,Good cushioning,Needs padding
1348,Glass bottles,24.21,955,651,449,Medium,Local transport,Full overlap box,5-ply,E,150,100,14,23,Foam sheet,BOPP tape,None,Corner protectors,124.15,High strength,Heavy box
1349,Pharmaceutical,3.01,1336,636,51,High,Local transport,Pallet box,7-ply,C,200,100,24,48,None,BOPP tape,None,Corner protectors,244.77,High strength,Heavy box
1350,Mobile accessories,15.74,1383,989,324,Medium,Courier,Die-cut box,3-ply,A,180,160,24,48,Air pillows,Filament tape,Steel strap,Layer pads,44.19,Good stacking,Heavy box
1351,Food products,55.78,1134,832,55,High,Courier,Mailer box,7-ply,C,180,160,14,48,None,BOPP tape,PET strap,None,198.39,Low cost,Heavy box
1352,Ceramics,70.35,866,369,469,Low,Local transport,Mailer box,3-ply,B+C,250,140,20,51,Bubble wrap,Filament tape,Steel strap,Corner protectors,38.13,Good cushioning,Higher cost
1353,Kitchen appliances,62.54,671,115,760,Low,Courier,Die-cut box,5-ply,B,250,160,14,48,Bubble wrap,BOPP tape,Steel strap,None,42.02,Low cost,Heavy box
1354,Industrial tools,2.7,1453,713,629,High,Export container,RSC,7-ply,B+C,150,100,22,44,Corrugated dividers,BOPP tape,None,Layer pads,314.16,High strength,Limited moisture resistance
1355,Books,7.18,1283,743,201,High,Export container,Die-cut box,7-ply,B+C,120,140,20,23,Foam sheet,Filament tape,None,Pallet wrap,220.14,High strength,Limited moisture resistance
1356,Food products,54.77,934,758,581,Medium,Local transport,Die-cut box,3-ply,B,200,160,20,72,Corrugated dividers,BOPP tape,Steel strap,Edge protectors,16.66,Export suitable,Needs padding
1357,Ceramics,63.47,990,759,398,Low,Export container,Pallet box,3-ply,B,180,140,22,72,Paper void fill,BOPP tape,Steel strap,Pallet wrap,17.18,Good stacking,Higher cost
1358,Glass bottles,6.54,1014,819,666,High,Export container,Full overlap box,3-ply,B+C,250,120,14,23,Foam sheet,Water activated kraft tape,PET strap,Layer pads,33.77,Low cost,Limited moisture resistance
1359,Auto parts,38.01,189,731,249,Medium,Export container,RSC,7-ply,E,150,140,16,23,None,Filament tape,PP strap,Layer pads,298.91,Good stacking,Limited moisture resistance
1360,Clothing,79.73,153,263,352,Low,Export container,RSC,3-ply,E,250,120,20,61,Foam sheet,BOPP tape,PET strap,None,19.09,High strength,Limited moisture resistance
1361,Food products,51.83,1287,788,33,Low,Local transport,Full overlap box,3-ply,C,120,120,24,44,None,Water activated kraft tape,PP strap,Layer pads,26.65,High strength,Higher cost
1362,Pharmaceutical,57.4,672,966,581,Medium,Courier,Pallet box,3-ply,C,200,120,14,51,None,Water activated kraft tape,PET strap,Corner protectors,43.8,Good stacking,Bulky size
1363,Kitchen appliances,55.54,541,545,525,Low,Interstate trucking,Pallet box,7-ply,E,180,160,22,44,Foam sheet,Filament tape,Steel strap,Edge protectors,263.14,Good stacking,Needs padding
1364,Books,57.73,844,242,205,Medium,Courier,RSC,7-ply,B+C,200,160,22,44,Bubble wrap,Filament tape,PP strap,Pallet wrap,197.0,Export suitable,Higher cost
1365,Clothing,4.11,630,832,321,Low,Interstate trucking,Full overlap box,7-ply,C,250,140,12,61,Bubble wrap,Filament tape,Steel strap,Pallet wrap,241.69,Good stacking,Limited moisture resistance
1366,Electronics,40.45,1178,444,676,High,Courier,Die-cut box,5-ply,E,120,160,16,32,Foam sheet,BOPP tape,Steel strap,Corner protectors,110.28,High strength,Limited moisture resistance
1367,Electronics,42.89,944,393,541,Low,Export container,Die-cut box,3-ply,C,230,100,12,51,Paper void fill,Filament tape,Steel strap,Corner protectors,15.73,Export suitable,Bulky size
1368,Books,15.66,1316,661,436,High,Courier,Die-cut box,3-ply,B+C,180,120,12,32,Corrugated dividers,BOPP tape,Steel strap,None,37.54,Good stacking,Bulky size
1369,LED bulbs,38.42,906,537,792,Low,Export container,RSC,3-ply,C,200,120,16,44,Foam sheet,BOPP tape,PP strap,None,38.93,Export suitable,Higher cost
1370,Industrial tools,33.12,374,461,118,High,Courier,Mailer box,5-ply,A,230,120,24,44,None,Filament tape,PET strap,Layer pads,57.24,High strength,Higher cost
1371,LED bulbs,14.09,610,296,229,Low,Courier,RSC,5-ply,A,120,140,12,51,None,Water activated kraft tape,None,Corner protectors,60.98,High strength,Needs padding
1372,Cosmetics,17.15,1398,748,765,Low,Courier,Mailer box,3-ply,B+C,150,100,16,23,Corrugated dividers,Water activated kraft tape,Steel strap,Layer pads,47.72,Export suitable,Heavy box
1373,Auto parts,67.77,945,160,164,Low,Export container,Pallet box,7-ply,E,250,120,12,44,Paper void fill,BOPP tape,Steel strap,Edge protectors,229.79,Good stacking,Heavy box
1374,Electronics,0.63,285,303,54,Medium,Local transport,Mailer box,5-ply,E,250,120,18,44,Bubble wrap,BOPP tape,None,Edge protectors,62.5,Good cushioning,Bulky size
1375,Cosmetics,18.03,571,691,608,Low,Export container,Die-cut box,7-ply,B+C,180,100,18,61,Air pillows,Filament tape,PP strap,Layer pads,202.49,Low cost,Needs padding
1376,Auto parts,66.71,1203,965,655,High,Export container,Die-cut box,7-ply,B+C,180,140,24,51,Foam sheet,BOPP tape,PP strap,Edge protectors,239.58,Good stacking,Limited moisture resistance
1377,Electronics,48.81,1227,885,224,Low,Export container,Die-cut box,7-ply,B+C,150,160,14,72,Foam sheet,Filament tape,PP strap,Layer pads,114.28,Low cost,Bulky size
1378,LED bulbs,28.45,1469,507,199,Medium,Courier,Mailer box,5-ply,B,180,100,12,72,Bubble wrap,Filament tape,None,Layer pads,126.94,Good stacking,Higher cost
1379,Electronics,74.92,1303,167,645,High,Export container,Full overlap box,7-ply,B,150,160,16,72,Paper void fill,Water activated kraft tape,Steel strap,Pallet wrap,319.26,Export suitable,Higher cost
1380,Industrial tools,25.04,1470,130,706,Medium,Export container,Full overlap box,5-ply,E,200,100,12,23,Air pillows,BOPP tape,None,Edge protectors,120.94,High strength,Higher cost
1381,Cosmetics,32.16,969,944,248,High,Local transport,Mailer box,7-ply,A,200,100,20,44,Bubble wrap,Water activated kraft tape,PET strap,Corner protectors,125.29,High strength,Needs padding
1382,Ceramics,77.79,1059,267,429,High,Local transport,Die-cut box,5-ply,A,230,120,18,61,Air pillows,Water activated kraft tape,PP strap,None,92.12,Low cost,Needs padding
1383,Industrial tools,5.44,705,675,386,High,Export container,Full overlap box,7-ply,B+C,200,120,22,48,Bubble wrap,Water activated kraft tape,PP strap,None,322.26,High strength,Heavy box
1384,Mobile accessories,75.71,125,889,692,High,Interstate trucking,Pallet box,7-ply,B,230,100,14,48,Paper void fill,BOPP tape,PP strap,Layer pads,165.42,Good cushioning,Higher cost
1385,Kitchen appliances,45.25,1444,971,719,High,Interstate trucking,Pallet box,3-ply,E,180,120,16,44,Corrugated dividers,Filament tape,PET strap,None,30.22,Good stacking,Heavy box
1386,Ceramics,51.79,1162,366,735,High,Export container,Full overlap box,7-ply,E,150,160,14,72,Foam sheet,Water activated kraft tape,None,Pallet wrap,126.25,Export suitable,Higher cost
1387,Cosmetics,8.43,507,737,783,Low,Export container,Full overlap box,3-ply,B,180,120,24,32,Corrugated dividers,Filament tape,PP strap,None,23.27,Export suitable,Higher cost
1388,Mobile accessories,74.96,195,954,783,Medium,Local transport,RSC,3-ply,E,150,140,12,51,Air pillows,BOPP tape,PET strap,Corner protectors,14.2,Export suitable,Bulky size
1389,Electronics,30.15,563,719,215,Low,Export container,Die-cut box,5-ply,A,150,140,18,48,Air pillows,BOPP tape,Steel strap,None,95.91,High strength,Bulky size
1390,Glass bottles,70.83,442,768,337,High,Export container,RSC,7-ply,E,200,100,12,32,Paper void fill,Filament tape,None,Pallet wrap,200.01,Export suitable,Needs padding
1391,Food products,73.5,1261,265,572,High,Courier,Die-cut box,5-ply,A,230,100,20,23,Paper void fill,Water activated kraft tape,PET strap,Edge protectors,94.63,Good cushioning,Higher cost
1392,Paint cans,61.05,227,216,86,High,Export container,Pallet box,3-ply,C,200,160,24,51,Corrugated dividers,BOPP tape,PP strap,Edge protectors,14.05,Good stacking,Higher cost
1393,Mobile accessories,76.18,1449,520,213,Low,Local transport,Mailer box,3-ply,B,250,160,16,32,Bubble wrap,Water activated kraft tape,Steel strap,Pallet wrap,32.75,Export suitable,Higher cost
1394,Glass bottles,76.32,134,110,626,Medium,Interstate trucking,Mailer box,5-ply,B,120,140,20,23,Paper void fill,Filament tape,Steel strap,Pallet wrap,77.38,Good stacking,Higher cost
1395,Pharmaceutical,43.14,212,919,436,High,Courier,Die-cut box,5-ply,C,250,160,16,72,Bubble wrap,BOPP tape,Steel strap,Layer pads,46.01,Low cost,Needs padding
1396,Mobile accessories,72.25,1031,862,515,Low,Interstate trucking,Full overlap box,3-ply,B,230,140,22,23,Foam sheet,Water activated kraft tape,PP strap,None,17.87,Low cost,Limited moisture resistance
1397,Clothing,37.49,278,701,169,Low,Interstate trucking,Mailer box,7-ply,C,250,120,20,51,Bubble wrap,BOPP tape,None,Edge protectors,251.76,Export suitable,Bulky size
1398,Books,41.32,1108,714,670,High,Courier,RSC,7-ply,E,230,140,14,48,Foam sheet,BOPP tape,None,Pallet wrap,98.28,Good cushioning,Limited moisture resistance
1399,Auto parts,41.95,554,709,504,Medium,Interstate trucking,RSC,3-ply,A,230,120,18,61,Bubble wrap,BOPP tape,Steel strap,Corner protectors,46.63,Good cushioning,Higher cost
1400,Paint cans,31.7,211,352,55,Low,Export container,RSC,3-ply,B+C,250,120,12,44,Foam sheet,BOPP tape,PET strap,None,24.91,Export suitable,Higher cost
1401,Cosmetics,61.26,1022,402,785,High,Local transport,RSC,5-ply,E,250,120,16,48,None,BOPP tape,PP strap,None,68.67,Good cushioning,Bulky size
1402,Food products,13.63,1196,475,291,Medium,Local transport,RSC,3-ply,A,250,120,24,72,Paper void fill,Water activated kraft tape,PET strap,Layer pads,24.39,Good stacking,Needs padding
1403,Glass bottles,1.25,227,121,767,Medium,Courier,RSC,5-ply,E,180,120,22,32,Bubble wrap,Filament tape,Steel strap,None,62.44,Low cost,Bulky size
1404,Electronics,13.92,548,394,593,High,Interstate trucking,Die-cut box,3-ply,A,150,120,14,61,Paper void fill,Water activated kraft tape,None,Layer pads,19.21,Export suitable,Bulky size
1405,Cosmetics,54.81,878,872,51,Low,Local transport,Mailer box,3-ply,B,250,140,12,72,None,BOPP tape,Steel strap,Layer pads,43.77,Low cost,Limited moisture resistance
1406,Mobile accessories,54.23,668,746,680,Low,Local transport,RSC,5-ply,E,120,120,24,51,Bubble wrap,BOPP tape,Steel strap,Pallet wrap,60.95,Good stacking,Limited moisture resistance
1407,Kitchen appliances,44.41,1387,887,764,Medium,Interstate trucking,Full overlap box,3-ply,A,250,100,22,23,Bubble wrap,Filament tape,PP strap,Pallet wrap,36.42,Export suitable,Heavy box
1408,Books,51.65,841,130,516,Low,Interstate trucking,RSC,5-ply,E,230,160,12,72,None,Water activated kraft tape,None,Layer pads,121.95,Low cost,Bulky size
1409,Pharmaceutical,50.77,702,445,86,High,Export container,Pallet box,7-ply,E,200,100,12,23,Foam sheet,BOPP tape,Steel strap,Pallet wrap,261.85,Low cost,Heavy box
1410,Pharmaceutical,17.7,289,402,530,Low,Export container,Pallet box,3-ply,B,250,120,18,32,Paper void fill,Filament tape,PP strap,None,25.35,Low cost,Higher cost
1411,Ceramics,74.42,1155,255,590,Low,Export container,Die-cut box,3-ply,A,230,160,22,72,Bubble wrap,Filament tape,PP strap,Edge protectors,27.46,High strength,Needs padding
1412,Industrial tools,56.15,1109,213,790,Low,Courier,Full overlap box,5-ply,B+C,230,160,22,51,Bubble wrap,Filament tape,None,None,54.55,Good stacking,Heavy box
1413,Electronics,48.83,1151,597,519,Medium,Local transport,Die-cut box,3-ply,A,200,140,24,51,Air pillows,BOPP tape,PP strap,Pallet wrap,34.28,High strength,Higher cost
1414,Electronics,71.8,791,567,265,Low,Export container,RSC,3-ply,A,150,100,22,61,Paper void fill,Water activated kraft tape,None,Corner protectors,27.72,Good stacking,Bulky size
1415,Cosmetics,32.0,205,723,38,Low,Interstate trucking,Die-cut box,5-ply,A,230,160,20,72,Corrugated dividers,BOPP tape,PET strap,Edge protectors,61.78,Low cost,Bulky size
1416,Paint cans,44.62,147,681,336,High,Export container,Mailer box,3-ply,E,250,120,20,72,Paper void fill,Water activated kraft tape,PP strap,Corner protectors,37.65,High strength,Needs padding
1417,Electronics,70.03,150,452,475,Low,Interstate trucking,Die-cut box,5-ply,B,150,160,22,44,Corrugated dividers,Water activated kraft tape,None,None,125.42,High strength,Needs padding
1418,Electronics,67.59,1311,558,678,Low,Local transport,Mailer box,5-ply,B+C,250,120,14,23,Paper void fill,Filament tape,None,Layer pads,44.18,High strength,Higher cost
1419,Food products,40.87,256,152,484,High,Courier,Full overlap box,3-ply,C,180,100,22,23,None,Filament tape,None,Layer pads,40.9,Export suitable,Bulky size
1420,Auto parts,23.93,656,387,189,Medium,Interstate trucking,RSC,7-ply,E,200,160,14,44,None,BOPP tape,PP strap,Layer pads,334.04,Good stacking,Higher cost
1421,Pharmaceutical,54.31,697,920,327,High,Export container,RSC,7-ply,A,180,160,20,51,None,Filament tape,PET strap,Edge protectors,338.9,High strength,Limited moisture resistance
1422,Food products,56.95,551,974,112,Medium,Local transport,Mailer box,7-ply,C,120,140,22,44,Bubble wrap,BOPP tape,PET strap,Pallet wrap,256.54,High strength,Higher cost
1423,Electronics,13.39,247,92,700,High,Interstate trucking,Mailer box,7-ply,E,250,140,12,61,None,BOPP tape,PET strap,Pallet wrap,222.63,Good cushioning,Higher cost
1424,Electronics,75.19,339,765,312,Low,Courier,Mailer box,3-ply,C,250,100,12,23,Corrugated dividers,Filament tape,None,Pallet wrap,41.25,Good cushioning,Needs padding
1425,Cosmetics,76.56,295,790,752,Medium,Local transport,Die-cut box,3-ply,B+C,150,160,12,51,Foam sheet,Water activated kraft tape,PET strap,Edge protectors,21.46,High strength,Limited moisture resistance
1426,Industrial tools,53.42,553,65,393,Medium,Local transport,RSC,3-ply,E,200,160,14,61,Bubble wrap,BOPP tape,None,Edge protectors,40.59,Good cushioning,Heavy box
1427,Books,68.25,536,680,550,High,Local transport,Full overlap box,7-ply,A,200,120,22,44,Foam sheet,BOPP tape,PP strap,Corner protectors,183.14,Export suitable,Bulky size
1428,Books,65.23,1136,282,456,Medium,Export container,Full overlap box,5-ply,B+C,180,160,18,44,Corrugated dividers,BOPP tape,Steel strap,Corner protectors,56.59,High strength,Limited moisture resistance
1429,Ceramics,61.7,929,612,621,Medium,Interstate trucking,Mailer box,3-ply,A,150,100,20,44,Bubble wrap,Water activated kraft tape,PP strap,Edge protectors,41.68,High strength,Limited moisture resistance
1430,Auto parts,72.79,280,390,151,Low,Export container,RSC,7-ply,A,150,120,22,61,Foam sheet,Filament tape,PET strap,Layer pads,338.61,Good stacking,Bulky size
1431,Ceramics,46.39,100,496,725,High,Courier,Pallet box,7-ply,B+C,230,100,20,72,Foam sheet,Filament tape,PP strap,Corner protectors,339.95,Export suitable,Higher cost
1432,Auto parts,78.81,1027,182,463,High,Interstate trucking,Full overlap box,3-ply,E,120,100,12,23,Corrugated dividers,BOPP tape,PP strap,Layer pads,12.52,Good cushioning,Needs padding
1433,Industrial tools,55.55,618,596,603,Medium,Local transport,RSC,7-ply,A,230,120,24,23,Corrugated dividers,BOPP tape,PET strap,None,125.76,Low cost,Higher cost
1434,Ceramics,10.89,579,94,694,Medium,Local transport,Pallet box,3-ply,E,250,120,16,51,Paper void fill,BOPP tape,Steel strap,Corner protectors,13.36,Export suitable,Heavy box
1435,Auto parts,68.97,1059,984,279,Medium,Interstate trucking,Die-cut box,3-ply,B,180,140,16,51,Air pillows,BOPP tape,None,Corner protectors,28.97,Export suitable,Bulky size
1436,Kitchen appliances,43.05,112,566,162,Low,Local transport,Pallet box,5-ply,C,230,140,22,44,None,BOPP tape,Steel strap,Pallet wrap,133.78,Low cost,Heavy box
1437,Pharmaceutical,31.63,474,413,780,Medium,Export container,Mailer box,7-ply,B+C,200,120,16,61,Bubble wrap,BOPP tape,PP strap,Edge protectors,294.11,High strength,Bulky size
1438,Glass bottles,42.63,689,765,401,Low,Local transport,Pallet box,3-ply,E,250,160,24,48,Air pillows,BOPP tape,PET strap,Pallet wrap,41.76,Good cushioning,Bulky size
1439,Industrial tools,26.35,150,708,235,High,Local transport,Full overlap box,7-ply,B,120,120,18,32,Foam sheet,Water activated kraft tape,PP strap,Edge protectors,147.25,Good stacking,Needs padding
1440,Auto parts,20.73,1043,285,700,Medium,Interstate trucking,Die-cut box,7-ply,B,250,120,24,72,Corrugated dividers,Filament tape,None,Corner protectors,245.01,Export suitable,Limited moisture resistance
